,ID,Comp,Abstract,Importance,,实验二模型评估等级
8178,9028,Team,cv connect somebody know source ,P5 enhancement (vote)  ,,4
8260,9110,Team,cv repo view release version ,P5 enhancement (vote)  ,,4
8583,9433,Team,team optimization send file content sync ,P5 enhancement (vote)  ,,4
3720,4560,SWT,filedialog getfilterextension api gib ,P5 enhancement with 1 vote (vote)  ,,4
3670,4510,SWT,ccombo allow image item fuuqs ,P5 enhancement with 16 votes (vote)  ,,4
4867,5717,IDE,importexport linux export dialog doesnt expand tilde home directory ,P5 enhancement with 2 votes (vote)  ,,4
6042,6892,Team,support cv repository ,P5 enhancement with 6 votes (vote)  ,,4
3631,4471,SWT,auto scroll loop code editor fkawx ,P5 major (vote)  ,,4
3679,4519,SWT,icon allocate lot object fvqv ,P5 major (vote)  ,,4
3682,4522,SWT,name be display progress bar fvqbm ,P5 major (vote)  ,,4
3686,4526,SWT,delete key be redirect editor fvxdst ,P5 major (vote)  ,,4
3691,4531,SWT,flashing shift select list fwfzkz ,P5 major (vote)  ,,4
3737,4577,SWT,ctrlbackspace ctrldel have code event graj ,P5 major (vote)  ,,4
3738,4578,SWT,ctrlj ctrlenter have code grjj ,P5 major (vote)  ,,4
6355,7205,Team,exist cv repository use source start root ,P5 major (vote)  ,,4
8386,9236,Team,copy version stream ,P5 major (vote)  ,,4
8586,9436,Team,implementation cvsteamprovidercheckin do conform api ,P5 major (vote)  ,,4
8955,9805,Team,release project stream cvsnt ,P5 major (vote)  ,,4
3652,4492,SWT,label truncate machine fwjjzj ,P5 minor (vote)  ,,4
3671,4511,SWT,pane title flash tool bar button fuura ,P5 minor (vote)  ,,4
3677,4517,SWT,icon task view be center fvne ,P5 minor (vote)  ,,4
3678,4518,SWT,task list resize column fit fvkneq ,P5 minor (vote)  ,,4
3683,4523,SWT,release selection pane flash lot fvqnqd ,P5 minor (vote)  ,,4
3692,4532,SWT,line create word document select text fwgsp ,P5 minor (vote)  ,,4
3723,4563,SWT,support xpm image file format ghwsa ,P5 minor (vote)  ,,4
3978,4818,SWT,bidi tab handle gjlkfw ,P5 minor (vote)  ,,4
3,3,Team,sync do indicate deletion gien ,P5 normal (vote)  ,,4
16,16,Team,automerge button gbbebb ,P5 normal (vote)  ,,4
17,17,Team,look gender change case gbcx ,P5 normal (vote)  ,,4
21,21,Team,cv watchedit cv release project workspace gbescm ,P5 normal (vote)  ,,4
28,28,Team,vcm property page show author version none gccu ,P5 normal (vote)  ,,4
34,34,Team,filter project version gcixh ,P5 normal (vote)  ,,4
37,37,Team,term version confuse work cv gcntr ,P5 normal (vote)  ,,4
38,38,Team,vcm core getignored use resource be gcpcz ,P5 normal (vote)  ,,4
41,41,Team,way tag source folder package file cv gcro ,P5 normal (vote)  ,,4
42,42,Team,multireplace version happen gdcwz ,P5 normal (vote)  ,,4
45,45,Team,repo chooser stream gkzghm ,P5 normal (vote)  ,,4
46,46,Team,meta catchuprelease usability gdqkf ,P5 normal (vote)  ,,4
48,48,Team,make future store project reference type gdfc ,P5 normal (vote)  ,,4
51,51,Team,compare cant multiselect compare team stream gdkwx ,P5 normal (vote)  ,,4
55,55,Team,cv stream wizard provide information stream gdqnga ,P5 normal (vote)  ,,4
58,58,Team,catchuprelease be be gdqqn ,P5 normal (vote)  ,,4
62,62,Team,vcm remember version info project version gdqyds ,P5 normal (vote)  ,,4
64,64,Team,support multiline comment gdrpqx ,P5 normal (vote)  ,,4
66,66,Team,menu option catchuprelease view gdttfb ,P5 normal (vote)  ,,4
67,67,Team,vcm java doc isharingmanagerload be date gduk ,P5 normal (vote)  ,,4
69,69,Team,feature folder project cv gexh ,P5 normal (vote)  ,,4
72,72,Team,distinction catchuprelease gdwj ,P5 normal (vote)  ,,4
74,74,Team,text release change compare gegnp ,P5 normal (vote)  ,,4
76,76,Team,repo view status text resource do tell stream geme ,P5 normal (vote)  ,,4
79,79,Team,release update do scale gevy ,P5 normal (vote)  ,,4
83,83,Team,cancel leave result gesp ,P5 normal (vote)  ,,4
86,86,Team,catchuprelease mode be power mode geyudk ,P5 normal (vote)  ,,4
87,87,Team,check menu order separator ge ,P5 normal (vote)  ,,4
90,90,Team,property project stream gefsk ,P5 normal (vote)  ,,4
97,97,Team,location project geag ,P5 normal (vote)  ,,4
99,99,Team,compare release be gehpr ,P5 normal (vote)  ,,4
102,102,Team,compare cntrln step geknh ,P5 normal (vote)  ,,4
103,103,Team,suggest version name gekz ,P5 normal (vote)  ,,4
105,105,Team,child resource return getignored gelwbr ,P5 normal (vote)  ,,4
106,106,Team,layout odd resource pref page gemto ,P5 normal (vote)  ,,4
107,107,Team,teamstreamhandlefetchbaseversion work file gelysm ,P5 normal (vote)  ,,4
110,110,Team,cvsresourcegetserverworkspace shouldnt expose context gemcjx ,P5 normal (vote)  ,,4
111,111,Team,remove hack add project directory cvsadaptergetknownremotedirectories gemcnx ,P5 normal (vote)  ,,4
112,112,Team,method gemcq ,P5 normal (vote)  ,,4
113,113,Team,consider keep history replace gemel ,P5 normal (vote)  ,,4
118,118,Team,message load resource be sync be genp ,P5 normal (vote)  ,,4
119,119,Team,property folder project stream head gensu ,P5 normal (vote)  ,,4
123,123,Team,synchronize view file node tree provide replace action gepbkl ,P5 normal (vote)  ,,4
124,124,Team,keep sync info load version gepeep ,P5 normal (vote)  ,,4
125,125,Team,autorelease parent tree gepfj ,P5 normal (vote)  ,,4
128,128,Team,unshare project geuost ,P5 normal (vote)  ,,4
130,130,Team,progress smoke operation version workspace gesyup ,P5 normal (vote)  ,,4
131,131,Team,add delete resource workspace getv ,P5 normal (vote)  ,,4
132,132,Team,feature ignore view getih ,P5 normal (vote)  ,,4
133,133,Team,show history resource history gettw ,P5 normal (vote)  ,,4
135,135,Team,name version dialog do round trip getbe ,P5 normal (vote)  ,,4
137,137,Team,message operation getcgl ,P5 normal (vote)  ,,4
138,138,Team,package view cvs menu item enable there repository geumrn ,P5 normal (vote)  ,,4
142,142,Team,repository view arrows way geusah ,P5 normal (vote)  ,,4
147,147,Team,add file cvs do show view gfqir ,P5 normal (vote)  ,,4
148,148,Team,set icon action gezw ,P5 normal (vote)  ,,4
149,149,Team,progress progress message seem indicate hang gfds ,P5 normal (vote)  ,,4
154,154,Team,compare code duplication history view vcm edition seletion dialog gfxm ,P5 normal (vote)  ,,4
155,155,Team,team property page change button sits middle gffev ,P5 normal (vote)  ,,4
158,158,Team,behaviour consistency replace operation gfd ,P5 normal (vote)  ,,4
162,162,Team,result compare project gfofm ,P5 normal (vote)  ,,4
166,166,Team,use grey folder parent view input gff ,P5 normal (vote)  ,,4
167,167,Team,contact support level progresscancelation gfjx ,P5 normal (vote)  ,,4
168,168,Team,change share be be outgo change gfpi ,P5 normal (vote)  ,,4
172,172,Team,code review resourceeditionnode gfrjo ,P5 normal (vote)  ,,4
174,174,Team,message case gftjs ,P5 normal (vote)  ,,4
180,180,Team,package code review gfaz ,P5 normal (vote)  ,,4
181,181,Team,vcm space ggnjzo ,P5 normal (vote)  ,,4
186,186,Team,vcm comment make dialog gfjmg ,P5 normal (vote)  ,,4
193,193,Team,compare file isnt stream gfmla ,P5 normal (vote)  ,,4
199,199,Team,delete package delete history gfodbh ,P5 normal (vote)  ,,4
204,204,Team,show version info show version info ggnlnu ,P5 normal (vote)  ,,4
205,205,Team,replicate functionality ggp ,P5 normal (vote)  ,,4
209,209,Team,cant compare cu version load project version ghh ,P5 normal (vote)  ,,4
213,213,Team,way synchronize file version ghdj ,P5 normal (vote)  ,,4
214,214,Team,method vcmevent ghfdsz ,P5 normal (vote)  ,,4
219,219,Team,do contribute documentation gitbki ,P5 normal (vote)  ,,4
220,220,Team,message log add project have version stream giube ,P5 normal (vote)  ,,4
221,221,Team,remove undefined var gihrx ,P5 normal (vote)  ,,4
222,222,Team,stream menu item be enable gihu ,P5 normal (vote)  ,,4
231,231,Team,keyword substitution mode gixng ,P5 normal (vote)  ,,4
238,238,Team,be show version name project gjja ,P5 normal (vote)  ,,4
239,239,Team,show version info setting persist gjlj ,P5 normal (vote)  ,,4
242,242,Team,progress rework revisit cancel gjny ,P5 normal (vote)  ,,4
243,243,Team,rework sender gjyh ,P5 normal (vote)  ,,4
247,247,Team,compare content do prompt change gjwai ,P5 normal (vote)  ,,4
252,252,Team,cv watchedit gkbj ,P5 normal (vote)  ,,4
255,255,Team,prompt release comment gkcuf ,P5 normal (vote)  ,,4
257,257,Team,wishlist hoverhelp resource view show release comment gkdek ,P5 normal (vote)  ,,4
259,259,Team,copy change right leave compare editor glaa ,P5 normal (vote)  ,,4
261,261,Team,show version info be button gkdhhz ,P5 normal (vote)  ,,4
271,271,Team,team setting project remember workspace copy gkxbz ,P5 normal (vote)  ,,4
272,272,Team,change case filename cause grief gkz ,P5 normal (vote)  ,,4
275,275,Team,delete stream load glino ,P5 normal (vote)  ,,4
276,276,Team,copyversiontostream dialog do deal version name glr ,P5 normal (vote)  ,,4
1132,1968,SWT,directory selection dialog do show path gdf ,P5 normal (vote)  ,,4
3552,4392,SWT,space tablecalculatesize scrollbar require fopznb ,P5 normal (vote)  ,,4
3555,4395,SWT,swtclipsiblings be repeat constructor frkm ,P5 normal (vote)  ,,4
3556,4396,SWT,dcr composite setenabled pqtau ,P5 normal (vote)  ,,4
3558,4398,SWT,coordination border fsgong ,P5 normal (vote)  ,,4
3560,4400,SWT,api change fehra ,P5 normal (vote)  ,,4
3563,4403,SWT,radio toolbar item change selection value check toolitems faxy ,P5 normal (vote)  ,,4
3564,4404,SWT,radio toolitems be select fazy ,P5 normal (vote)  ,,4
3567,4407,SWT,dcr tabfolder wrap mode be implement pqoo ,P5 normal (vote)  ,,4
3568,4408,SWT,image processing algorithims pqrgt ,P5 normal (vote)  ,,4
3569,4409,SWT,wmsize be call time shell pqva ,P5 normal (vote)  ,,4
3571,4411,SWT,support printing pqqck ,P5 normal (vote)  ,,4
3572,4412,SWT,interop pqqk ,P5 normal (vote)  ,,4
3573,4413,SWT,support image menu pqr ,P5 normal (vote)  ,,4
3575,4415,SWT,create cursor mask be backwards frsoor ,P5 normal (vote)  ,,4
3578,4418,SWT,swtexamplesscrollbitmapexample be fryjxn ,P5 normal (vote)  ,,4
3581,4421,SWT,vaj hang communicting socket handle event fdzys ,P5 normal (vote)  ,,4
3583,4423,SWT,dcr suggestion menuitem armlistener fvbhk ,P5 normal (vote)  ,,4
3586,4426,SWT,scrollbar cant query size fdvp ,P5 normal (vote)  ,,4
3587,4427,SWT,coordination scrollbar arrowbutton fsgoqu ,P5 normal (vote)  ,,4
3588,4428,SWT,swt table grid line draw ,P5 normal (vote)  ,,4
3591,4431,SWT,folder tab do get focus figi ,P5 normal (vote)  ,,4
3592,4432,SWT,dcr cant plus item fpqn ,P5 normal (vote)  ,,4
3595,4435,SWT,dcr rowlayout nest row layouts wrap fdwzp ,P5 normal (vote)  ,,4
3597,4437,SWT,keyboard support folzpt ,P5 normal (vote)  ,,4
3599,4439,SWT,dcr cant set item height list fisck ,P5 normal (vote)  ,,4
3602,4442,SWT,dcr center text label ffido ,P5 normal (vote)  ,,4
3604,4444,SWT,ewt selection feedback item text be change ffpu ,P5 normal (vote)  ,,4
3605,4445,SWT,dcr reduce number adapter class fgcin ,P5 normal (vote)  ,,4
3606,4446,SWT,dcr gridbaglayout layoutmanager fgcpo ,P5 normal (vote)  ,,4
3607,4447,SWT,flicker column resize fgglte ,P5 normal (vote)  ,,4
3608,4448,SWT,dcr filedialog set filter fgglzb ,P5 normal (vote)  ,,4
3609,4449,SWT,dialog settext handle fglqg ,P5 normal (vote)  ,,4
3610,4450,SWT,messagebox setmessage handle fglqjh ,P5 normal (vote)  ,,4
3613,4453,SWT,dcr textrichtext support fgqw ,P5 normal (vote)  ,,4
3616,4456,SWT,dcr richtext allow set fontstyle fgrfwi ,P5 normal (vote)  ,,4
3620,4460,SWT,point class use api fhfhjy ,P5 normal (vote)  ,,4
3623,4463,SWT,richtext cursor change arrow selection fisane ,P5 normal (vote)  ,,4
3632,4472,SWT,typedevent descend frkyh ,P5 normal (vote)  ,,4
3641,4481,SWT,row flicker editor be activate fmrhlw ,P5 normal (vote)  ,,4
3646,4486,SWT,selection expect fnmbr ,P5 normal (vote)  ,,4
3647,4487,SWT,edit table cell shift left foqsq ,P5 normal (vote)  ,,4
3649,4489,SWT,mouseup fire button button be press foddp ,P5 normal (vote)  ,,4
3650,4490,SWT,font example appear fomcwq ,P5 normal (vote)  ,,4
3651,4491,SWT,swt usecases ignore xy lay fpgi ,P5 normal (vote)  ,,4
3658,4498,SWT,workbench management query lay frldi ,P5 normal (vote)  ,,4
3660,4500,SWT,text widget have d effect swtborder isnt specify frsqxh ,P5 normal (vote)  ,,4
3666,4506,SWT,demo example walkback dzn ,P5 normal (vote)  ,,4
3667,4507,SWT,ctrlachar cap lock be result character ftfsc ,P5 normal (vote)  ,,4
3668,4508,SWT,selection be discontinue icon be ,P5 normal (vote)  ,,4
3673,4513,SWT,embed wordinword combination cause editor blank fvtx ,P5 normal (vote)  ,,4
3675,4515,SWT,carrot anchor fvuki ,P5 normal (vote)  ,,4
3676,4516,SWT,dcr cursor change spot fvkz ,P5 normal (vote)  ,,4
3680,4520,SWT,insert table row be number column gd ,P5 normal (vote)  ,,4
3684,4524,SWT,ctrl sequence handle texteditor fvsbts ,P5 normal (vote)  ,,4
3690,4530,SWT,reset index fxklm ,P5 normal (vote)  ,,4
3693,4533,SWT,cheese resize toolbar fwl ,P5 normal (vote)  ,,4
3694,4534,SWT,flash computesize call toolbar fwlde ,P5 normal (vote)  ,,4
3696,4536,SWT,dcr child listener interface ggbss ,P5 normal (vote)  ,,4
3701,4541,SWT,displaygetshell seem be fyrw ,P5 normal (vote)  ,,4
3704,4544,SWT,ctrl combination handle accelerator cap be lock fzqdgr ,P5 normal (vote)  ,,4
3705,4545,SWT,function motif fzqozm ,P5 normal (vote)  ,,4
3708,4548,SWT,dcr tabletree support icon column gwft ,P5 normal (vote)  ,,4
3710,4550,SWT,junit test condition be set glqkd ,P5 normal (vote)  ,,4
3715,4555,SWT,call setimage item time result image be scale image size gzzue ,P5 normal (vote)  ,,4
3718,4558,SWT,have save dialog do check gqfn ,P5 normal (vote)  ,,4
3719,4559,SWT,dcr add setitemcount combo golq ,P5 normal (vote)  ,,4
3721,4561,SWT,dcr add extension switch gir ,P5 normal (vote)  ,,4
3725,4565,SWT,child window parent composite window gwui ,P5 normal (vote)  ,,4
3726,4566,SWT,table cell owner draw gwet ,P5 normal (vote)  ,,4
3727,4567,SWT,imagesetbackground work gzm ,P5 normal (vote)  ,,4
3729,4569,SWT,dcr display accelerator popup menu gdmaw ,P5 normal (vote)  ,,4
3739,4579,SWT,gridlayout renegotiate space child label change ggfq ,P5 normal (vote)  ,,4
3740,4580,SWT,accelerator key send event grk ,P5 normal (vote)  ,,4
3741,4581,SWT,clip multiline text result scroll gir ,P5 normal (vote)  ,,4
3743,4583,SWT,investigate addstyles api gga ,P5 normal (vote)  ,,4
3745,4585,SWT,gc textstring api gpv ,P5 normal (vote)  ,,4
3746,4586,SWT,use checkwidget ,P5 normal (vote)  ,,4
3749,4589,SWT,add setlinebackground remove linebackgroundlistener gcsdv ,P5 normal (vote)  ,,4
3751,4591,SWT,prop sheet column seem leave space ggic ,P5 normal (vote)  ,,4
3752,4592,SWT,multi behavior file dialog ghzq ,P5 normal (vote)  ,,4
3754,4594,SWT,multi select combo box gmib ,P5 normal (vote)  ,,4
3759,4599,SWT,use widget ghj ,P5 normal (vote)  ,,4
3761,4601,SWT,font style work gsbxb ,P5 normal (vote)  ,,4
3762,4602,SWT,gridlayout have gridlayoutnumcolumns constructor gzd ,P5 normal (vote)  ,,4
3763,4603,SWT,font bltting overhang gsbzx ,P5 normal (vote)  ,,4
3769,4609,SWT,filllayout have filllayouttype constructor gxbpi ,P5 normal (vote)  ,,4
3773,4613,SWT,icon scramble gaoly ,P5 normal (vote)  ,,4
3774,4614,SWT,graphic take advantage platform code read graphic format gaow ,P5 normal (vote)  ,,4
3775,4615,SWT,drawmeasure text apis gc gavo ,P5 normal (vote)  ,,4
3777,4617,SWT,gcsetforegroundcolor be optimize gavsw ,P5 normal (vote)  ,,4
3787,4627,SWT,widget gbxx ,P5 normal (vote)  ,,4
3796,4636,SWT,tooltips work linux gcnfk ,P5 normal (vote)  ,,4
3800,4640,SWT,splash screen misalignment gdelj ,P5 normal (vote)  ,,4
3805,4645,SWT,event be make geuzmm ,P5 normal (vote)  ,,4
3806,4646,SWT,toolbar icon randomly change position gdcxna ,P5 normal (vote)  ,,4
3807,4647,SWT,baseline print bold text gddc ,P5 normal (vote)  ,,4
3810,4650,SWT,random background bit be scroll geozox ,P5 normal (vote)  ,,4
3811,4651,SWT,text editor become corrupt gdirx ,P5 normal (vote)  ,,4
3814,4654,SWT,vaj hang drag file manager desktop gdqfz ,P5 normal (vote)  ,,4
3816,4656,SWT,popup show genym ,P5 normal (vote)  ,,4
3817,4657,SWT,flash change text gdy ,P5 normal (vote)  ,,4
3818,4658,SWT,dcr want delimiters be character insert multiline text press gdxoq ,P5 normal (vote)  ,,4
3828,4668,SWT,spacebar do toggle checkbox state gea ,P5 normal (vote)  ,,4
3838,4678,SWT,dcr autorepeat button tabfolder gekbwh ,P5 normal (vote)  ,,4
3840,4680,SWT,dcr tree table do match item key be type ,P5 normal (vote)  ,,4
3847,4687,SWT,address bookfind time gesxhs ,P5 normal (vote)  ,,4
3863,4703,SWT,winme disable icon folder do display gewxli ,P5 normal (vote)  ,,4
3865,4705,SWT,workbench mode gevvm ,P5 normal (vote)  ,,4
3866,4706,SWT,resize workbench window gewlsu ,P5 normal (vote)  ,,4
3867,4707,SWT,get cursor shell geybx ,P5 normal (vote)  ,,4
3869,4709,SWT,gp run eclipse gezur ,P5 normal (vote)  ,,4
3871,4711,SWT,navigator mess midiwdbcs view geznvc ,P5 normal (vote)  ,,4
3873,4713,SWT,dcr want api method buttonclick gfdbi ,P5 normal (vote)  ,,4
3888,4728,SWT,window page allow ctrltab switch gfiug ,P5 normal (vote)  ,,4
3913,4753,SWT,dcr request accelerator work ggayjy ,P5 normal (vote)  ,,4
3964,4804,SWT,implement autoscrolling giza ,P5 normal (vote)  ,,4
3990,4830,SWT,control example progress bar behave ,P5 normal (vote)  ,,4
4017,4857,SWT,bidi replace text hebrew change keyboard english gkzjjr ,P5 normal (vote)  ,,4
4018,4858,SWT,bidi line color drawn inset gkzk ,P5 normal (vote)  ,,4
